task_id,uid,uid_num,runner,lane,status,reward,difficulty,domain_family,operation_family,phase1_feasibility,phase1_computation_type,goose_total_tokens,tool_request_total,mcp_tool_request_total,message_count,thinking_chars,text_chars,openrouter_rows_matched,openrouter_cost_total,openrouter_tokens_prompt,openrouter_tokens_completion,openrouter_tokens_reasoning,openrouter_tokens_cached,usd_per_1k_goose_tokens,exception_path,trial_dir
officeqa-uid0229,UID0229,229,officeqa-big-runner-02,,passed,1.0,easy,other,statistical,,,28844,45,13,6816,73561,1224,8,0.003161,13244,1015,897,7984,0.00011,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-133506-b7d073/pool-20260402T094504Z-officeqa-big-runner-02-lane1-officeqa-uid0229/officeqa-uid0229__SYcejas
officeqa-uid0230,UID0230,230,officeqa-big-runner-02,,passed,1.0,hard,rates_and_securities,statistical,,,33993,27,8,5144,54307,1890,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-132619-5b6f8b/pool-20260402T094504Z-officeqa-big-runner-02-lane2-officeqa-uid0230/officeqa-uid0230__snuboKX
officeqa-uid0231,UID0231,231,officeqa-big-runner-02,,passed,1.0,easy,other,lookup_or_aggregation,,,50329,46,9,6234,67896,2371,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-132559-982e74/pool-20260402T094504Z-officeqa-big-runner-02-lane3-officeqa-uid0231/officeqa-uid0231__m2qjMzg
officeqa-uid0232,UID0232,232,officeqa-big-runner-02,,passed,1.0,easy,budget_and_receipts,lookup_or_aggregation,,,31731,25,8,2562,29195,1528,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-133210-c07508/pool-20260402T094504Z-officeqa-big-runner-02-lane4-officeqa-uid0232/officeqa-uid0232__7mUnhXW
officeqa-uid0233,UID0233,233,officeqa-big-runner-01,,failed,0.0,hard,rates_and_securities,lookup_or_aggregation,,,81516,74,7,12900,160935,2357,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-131354-6ad7ac/pool-20260402T094504Z-officeqa-big-runner-01-lane1-officeqa-uid0233/officeqa-uid0233__UWydE8i
officeqa-uid0234,UID0234,234,officeqa-big-runner-01,,passed,1.0,easy,other,lookup_or_aggregation,,,38404,28,2,2808,28421,1537,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-132339-bb646e/pool-20260402T094504Z-officeqa-big-runner-01-lane2-officeqa-uid0234/officeqa-uid0234__gfRfFMD
officeqa-uid0235,UID0235,235,officeqa-big-runner-01,,passed,1.0,easy,rates_and_securities,comparison,,,14184,28,5,2870,32271,1281,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-124918-5c11f1/pool-20260402T094504Z-officeqa-big-runner-01-lane3-officeqa-uid0235/officeqa-uid0235__StK2TR6
officeqa-uid0236,UID0236,236,officeqa-big-runner-01,,passed,1.0,easy,rates_and_securities,lookup_or_aggregation,,,35659,22,3,1499,15920,1189,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-130854-57928a/pool-20260402T094504Z-officeqa-big-runner-01-lane4-officeqa-uid0236/officeqa-uid0236__KDTJ8qE
officeqa-uid0237,UID0237,237,officeqa-big-runner-02,,failed,0.0,hard,rates_and_securities,comparison,,,35697,40,10,5461,70036,1330,88,0.373364,3840260,38090,25695,3661957,0.010459,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-134501-3aa88f/pool-20260402T094504Z-officeqa-big-runner-02-lane1-officeqa-uid0237/officeqa-uid0237__8SvB4CF
officeqa-uid0238,UID0238,238,officeqa-big-runner-02,,failed,0.0,hard,rates_and_securities,lookup_or_aggregation,,,31125,18,4,2771,30813,1897,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-133444-78d2c8/pool-20260402T094504Z-officeqa-big-runner-02-lane2-officeqa-uid0238/officeqa-uid0238__kw2UbM5
officeqa-uid0239,UID0239,239,officeqa-big-runner-02,,failed,0.0,easy,macro_and_monetary,comparison,,,16754,18,5,1909,23232,808,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-133627-495305/pool-20260402T094504Z-officeqa-big-runner-02-lane3-officeqa-uid0239/officeqa-uid0239__qFkCPXW
officeqa-uid0240,UID0240,240,officeqa-big-runner-02,,failed,0.0,hard,rates_and_securities,lookup_or_aggregation,,,13978,26,11,7830,94855,2256,268,0.530627,4719219,74710,57650,4353784,0.037962,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-133625-fd568b/pool-20260402T094504Z-officeqa-big-runner-02-lane4-officeqa-uid0240/officeqa-uid0240__T3iFMXY
officeqa-uid0241,UID0241,241,officeqa-big-runner-01,,passed,1.0,easy,other,lookup_or_aggregation,,,11727,12,1,1102,10083,1810,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-132938-a937a9/pool-20260402T094504Z-officeqa-big-runner-01-lane1-officeqa-uid0241/officeqa-uid0241__4r4LkCf
officeqa-uid0242,UID0242,242,officeqa-big-runner-01,,passed,1.0,easy,debt_and_international,statistical,medium,correlation_adjusted_portfolio_var,26584,28,9,5467,63877,1724,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-132758-adc453/pool-20260402T094504Z-officeqa-big-runner-01-lane2-officeqa-uid0242/officeqa-uid0242__y6FuY37
officeqa-uid0243,UID0243,243,officeqa-big-runner-01,,failed,0.0,hard,debt_and_international,comparison,,,22083,25,13,2924,31280,1121,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-125332-4789d9/pool-20260402T094504Z-officeqa-big-runner-01-lane3-officeqa-uid0243/officeqa-uid0243__nUFj9aV
officeqa-uid0244,UID0244,244,officeqa-big-runner-01,,failed,0.0,hard,fx,comparison,,,52271,40,17,3205,38085,1836,0,0,0,0,0,0,0.0,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-01/.arena/runs/run-20260402-131225-354289/pool-20260402T094504Z-officeqa-big-runner-01-lane4-officeqa-uid0244/officeqa-uid0244__Wkw8rBS
officeqa-uid0245,UID0245,245,officeqa-big-runner-02,,failed,0.0,hard,rates_and_securities,comparison,medium,fisher_ideal_symmetric_growth_rate,14856,20,6,4804,54135,1728,61,0.161517,1380220,21842,17204,1314048,0.010872,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-135701-b80960/pool-20260402T094504Z-officeqa-big-runner-02-lane1-officeqa-uid0245/officeqa-uid0245__GY36Ljv
officeqa-uid0246,UID0246,246,officeqa-big-runner-02,,failed,0.0,hard,rates_and_securities,comparison,,,66769,44,7,13765,177930,1284,263,0.710359,6604934,82621,65549,6036715,0.010639,,/Users/jwalinshah/projects/officeqa-arena/results/runner_pool/pool-20260402T094504Z/full_traces/officeqa-big-runner-02/.arena/runs/run-20260402-134148-f7dc3a/pool-20260402T094504Z-officeqa-big-runner-02-lane2-officeqa-uid0246/officeqa-uid0246__oCVfTQr
